ppd_id,PlanName_check,EEGroupID,EEGroupName_check,TierID,TierName,TierDesc,TierHireDate,TierClosedDate,TierFutureAge,TierFutureTenure,TierFuturePoints,TierFutureDateStart,TierFutureDateEnd,notes_TierBasics,SubTierID
95,Rhode Island ERS,2,ALL,11,Schedule B members-Non-Grandfathered_2,,  7/1/1995, 6/30/2007,62,29,, 10/1/2009, 6/30/2012,,
95,Rhode Island ERS,2,ALL,12,Schedule B members-Non-Grandfathered_3,,  7/1/1995, 6/30/2007,65,10,,  7/1/2012,  1/1/8000,,
95,Rhode Island ERS,2,ALL,13,Schedule B members-Non-Grandfathered_4,,  7/1/1995, 6/30/2007,62,29,,  7/1/2012,  1/1/8000,,
95,Rhode Island ERS,2,ALL,14,Hybrid Plan Members,,  7/1/2007,  1/1/8000,65,10,,  7/1/2012,  1/1/8000,,
95,Rhode Island ERS,2,ALL,15,Hybrid Plan Members,,  7/1/2007,  1/1/8000,62,29,,  7/1/2012,  1/1/8000,,
97,San Diego County,0,General,0,,,,,,,,,,,
97,San Diego County,1,General,1,Tier 1,,1/1/1800,  3/7/2002,,,,,,,
97,San Diego County,1,General,2,Tier A,,  3/8/2002, 8/27/2009,,,,,,,
97,San Diego County,1,General,3,Tier B,, 8/28/2009,12/31/2012,,,,,,,
97,San Diego County,1,General,4,Tier C,,  1/1/2013,  1/1/8000,,,,,,,
97,San Diego County,2,Safety,1,Tier A,,1/1/1800, 8/27/2009,,,,,,,
97,San Diego County,2,Safety,2,Tier B,, 8/28/2009,12/31/2012,,,,,,,
97,San Diego County,2,Safety,3,Tier C,,  1/1/2013,  1/1/8000,,,,,,,
98,San Francisco City & County,0,General ,0,,,,,,,,,,,
98,San Francisco City & County,1,General ,1,Tier 1 (pre 1976),Charter 8.509,1/1/1800, 11/1/1976,,,,,,,
98,San Francisco City & County,1,General ,2,Tier 2 (1976-2010),Charter 8.587, 11/2/1976, 6/30/2010,,,,,,,
98,San Francisco City & County,1,General ,3,Tier 3 (2010-2012),Charter 8.600,  7/1/2010,  1/6/2012,,,,,,,
98,San Francisco City & County,1,General ,4,Tier 4 (2012+),Charter 8.603,  1/7/2012,  1/1/8000,,,,,,,
98,San Francisco City & County,2,Police and Fire,1,Tier 1 (pre 1976),Charter 8.559 & 8.585 - Old Police and Fire,1/1/1800, 11/1/1976,,,,,,,
98,San Francisco City & County,2,Police and Fire,2,Tier 2 (1976-1998),Charter 8.586 & 8.588 - new police and fire), 11/2/1976,12/31/1998,,,,,,,
98,San Francisco City & County,2,Police and Fire,3,Tier 3 (1998-2002),Charter 8.586 & 8.588 - new police and fire),  1/1/1998,12/31/2002,,,,,,,
98,San Francisco City & County,2,Police and Fire,4,Tier 4 (2003-2010),Charter 8.597 & 5.598 - new police and fire,  1/1/2003, 6/30/2010,,,,,,,
98,San Francisco City & County,2,Police and Fire,5,Tier 5 (2010-2012),Charter 8.601 & 8.602 - new police and fire,  7/1/2010,  1/6/2012,,,,,,,
98,San Francisco City & County,2,Police and Fire,6,Tier 6 (2012+),Charter 8.604 & 8.605 - new police and fire,  1/7/2012,  1/1/8000,,,,,,,
99,South Carolina Police,0,All Employees,0,,,,,,,,,,,
99,South Carolina Police,0,All Employees,1,Class 2,,1/1/1800, 6/30/2012,,,,,,,
99,South Carolina Police,0,All Employees,2,Class 3,,  7/1/2012,  1/1/8000,,,,,,,
100,South Carolina RS,0,All Employees,0,,,,,,,,,,,
100,South Carolina RS,1,All Employees,1,Class 2,,1/1/1800, 6/30/2012,,,,,,,
100,South Carolina RS,1,All Employees,2,Class 3,,  7/1/2012,  1/1/8000,,,,,,,
100,South Carolina RS,2,All Employees,1,Class 2,,1/1/1800, 6/30/2012,,,,,,,
100,South Carolina RS,2,All Employees,2,Class 3,,  7/1/2012,  1/1/8000,,,,,,,
100,South Carolina RS,3,All Employees,1,Class 2,,1/1/1800, 6/30/2012,,,,,,,
100,South Carolina RS,3,All Employees,2,Class 3,,  7/1/2012,  1/1/8000,,,,,,,
101,South Dakota RS,0,Class A Members,0,,,,,,,,,,,
101,South Dakota RS,1,Class A Members,0,,,,,,,,,,,
101,South Dakota RS,2,Class B Public Safety Members,0,,,,,,,,,,,
101,South Dakota RS,3,Class B Judicial Members,0,,,,,,,,,,,
102,St. Louis School Employees,0,All Employees,0,,,,,,,,,,,
103,St. Paul Teachers,0,All Employees,0,,,,,,,,,,,
105,Texas ERS,0,Regular Employees,0,,,,,,,,,,,
105,Texas ERS,1,Regular Employees,1,,"Members hired prior to September 1, 2009",1/1/1800, 8/31/2009,,,,,,,
105,Texas ERS,1,Regular Employees,2,,"Members hired on or after September 1, 2009",  9/1/2009, 8/31/2013,,,,,,,
105,Texas ERS,1,Regular Employees,3,,"Members hired on or after September 1, 2009",  9/1/2013,  1/1/8000,,,,,,,
105,Texas ERS,2,Certified Peace Officer/Custodial Officer,1,,"Members hired prior to September 1, 2009",1/1/1800, 8/31/2009,,,,,,,
105,Texas ERS,2,Certified Peace Officer/Custodial Officer,2,,"Members hired on or after September 1, 2009",  9/1/2009, 8/31/2013,,,,,,,
105,Texas ERS,2,Certified Peace Officer/Custodial Officer,3,,"Members hired on or after September 1, 2009",  9/1/2013,  1/1/8000,,,,,,,
105,Texas ERS,3,Elected Officials,1,,"Members hired prior to September 1, 2009",1/1/1800, 8/31/2009,,,,,,,
105,Texas ERS,3,Elected Officials,2,,"Members hired on or after September 1, 2009",  9/1/2009,  1/1/8000,,,,,,,
106,Texas LECOS,0,All Employees,0,,,,,,,,,,,
106,Texas LECOS,0,All Employees,1,Tier I (pre 2009),,1/1/1800, 8/31/2009,,,,,,,
106,Texas LECOS,0,All Employees,2,Tier II (2009-2013),,  9/1/2009, 8/31/2013,,,,,,,
106,Texas LECOS,0,All Employees,3,Tier III (2013+),,  9/1/2013,  1/1/8000,,,,,,,
108,Texas Teachers,0,All Employees,0,,,,,,,,,,,
108,Texas Teachers,0,All Employees,1,,,1/1/1800,  9/1/1980,,,,,,,
108,Texas Teachers,0,All Employees,2,,,  9/2/1980,  9/1/2007,,,,,,,
108,Texas Teachers,0,All Employees,3,,,  9/2/2007,  1/1/8000,,,,,,,
110,TN State and Teachers,0,State,0,,,,,,,,,,,
110,TN State and Teachers,1,State,0,,,,,,,,,,,
110,TN State and Teachers,2,Teachers,0,,,,,,,,,,,
111,University of California,0,Regular,0,,,,,,,,,,,
111,University of California,1,Regular,1,1976 Tier,"There are two main Tiers - the 1976 Tier (also includes those with Tier 2 benefits) and the 2013 Tier.  One third of those hired in the 2013 Tier are in a modified 2013 tier (Members hired after 2013 represented by CNA, UPTE, or AFSCME) and 2/3rds are in regular 2013 Tier.  // Only .7% of 1976 Tier and 6 members in 2013 Tier are non coordinated w/ SSA, so only modeling coordinated benefits.  //  Only 10 active ""Tier two benefit members,"" so not modeling group separately // Only .3% of active membership are safety members, so not modeling separately.",1/1/1800, 6/30/2013,,,,,,,
111,University of California,1,Regular,2,2013 Tier,"There are two main Tiers - the 1976 Tier (also includes those with Tier 2 benefits) and the 2013 Tier.  One third of those hired in the 2013 Tier are in a modified 2013 tier (Members hired after 2013 represented by CNA, UPTE, or AFSCME) and 2/3rds are in regular 2013 Tier.  // Only .7% of 1976 Tier and 6 members in 2013 Tier are non coordinated w/ SSA, so only modeling coordinated benefits.  //  Only 10 active ""Tier two benefit members,"" so not modeling group separately // Only .3% of active membership are safety members, so not modeling separately.",  7/1/2013,  1/1/8000,,,,,,,
111,University of California,2,"CNA, UPTE, or AFSCME",1,Modified 2013 Tier,"There are two main Tiers - the 1976 Tier (also includes those with Tier 2 benefits) and the 2013 Tier.  One third of those hired in the 2013 Tier are in a modified 2013 tier (Members hired after 2013 represented by CNA, UPTE, or AFSCME) and 2/3rds are in regular 2013 Tier.  // Only .7% of 1976 Tier and 6 members in 2013 Tier are non coordinated w/ SSA, so only modeling coordinated benefits.  //  Only 10 active ""Tier two benefit members,"" so not modeling group separately // Only .3% of active membership are safety members, so not modeling separately.",  7/1/2013,  1/1/8000,,,,,,,
112,Utah Noncontributory,0,All Employees,0,,,,,,,,,,,
112,Utah Noncontributory,0,All Employees,1,Tier I (pre 1989),,1/1/1800,12/31/1988,,,,,,,
112,Utah Noncontributory,0,All Employees,2,Tier (1989+),,  1/1/1989,  1/1/8000,,,,,,,
113,Vermont State Employees,0,Old General (Plan A),0,,,,,,,,,,,
113,Vermont State Employees,1,Old General (Plan A),0,,,,,,,,,,,
113,Vermont State Employees,2,Police (Plan C),0,,,,,,,,,,,
113,Vermont State Employees,3,Judges (Plan D),0,,,,,,,,,,,
113,Vermont State Employees,4,New General (Plan F),1,pre 2008,,1/1/1800, 6/30/2008,,,,,,,
113,Vermont State Employees,4,New General (Plan F),2,2008+,,  7/1/2008,  1/1/8000,,,,,,,
114,Vermont Teachers,0,Group A,0,,,,,,,,,,,
114,Vermont Teachers,1,Group A,0,,,,,,,,,,,
114,Vermont Teachers,2,Group C,1,Grandfathered,Within 5 years of normal retirement as defined prior to 7/1/2010,,,57,,,  7/1/2010,  1/1/8000,,
114,Vermont Teachers,2,Group C,2,Non-Grandfathered,,,,,,,,,,
115,Virginia Retirement System,0,State Employees,0,,,,,,,,,,,
115,Virginia Retirement System,1,State Employees,1,,,1/1/1800,12/31/2007,,,,,,,
115,Virginia Retirement System,1,State Employees,2,,,  1/1/2008,  1/1/8000,,,,,,,
115,Virginia Retirement System,2,Local General Employees,1,,,1/1/1800,12/31/2007,,,,,,,
115,Virginia Retirement System,2,Local General Employees,2,,,  1/1/2008,  1/1/8000,,,,,,,
115,Virginia Retirement System,3,Teachers,1,,,1/1/1800,12/31/2007,,,,,,,
115,Virginia Retirement System,3,Teachers,2,,,  1/1/2008,  1/1/8000,,,,,,,
115,Virginia Retirement System,4,Local Safety Employees,1,,,1/1/1800,12/31/2007,,,,,,,
115,Virginia Retirement System,4,Local Safety Employees,2,,,  1/1/2008,  1/1/8000,,,,,,,
117,Washington LEOFF Plan 2,0,All Employees,0,,,,,,,,,,,
119,Washington PERS 2/3,0,Plan 2,0,,,,,,,,,,,
119,Washington PERS 2/3,1,Plan 2,1,Tier 1,, 10/1/1977, 4/30/2013,,,,,,,
119,Washington PERS 2/3,1,Plan 2,2,Tier 2,,  5/1/2013,  1/1/8000,,,,,,,
119,Washington PERS 2/3,2,Plan 3,1,Tier 1,,  3/1/2002, 4/30/2013,,,,,,,
119,Washington PERS 2/3,2,Plan 3,2,Tier 2,,  5/1/2013,  1/1/8000,,,,,,,
120,Washington School Employees Plan 2/3,0,Plan 2,0,,,,,,,,,,,
120,Washington School Employees Plan 2/3,1,Plan 2,1,Tier I (pre 2013),,1/1/1800, 6/30/2013,,,,,,,
120,Washington School Employees Plan 2/3,1,Plan 2,2,Tier II (2013+),,  7/1/2013,  1/1/8000,,,,,,,
120,Washington School Employees Plan 2/3,2,Plan 3,1,Tier I (pre 2013),,1/1/1800, 6/30/2013,,,,,,,
120,Washington School Employees Plan 2/3,2,Plan 3,2,Tier II (2013+),,  7/1/2013,  1/1/8000,,,,,,,
122,Washington Teachers Plan 2/3,0,All Employees,0,,,,,,,,,,,
122,Washington Teachers Plan 2/3,0,All Employees,1,Hired pre2013,,1/1/1800,12/31/2012,,,,,,,
122,Washington Teachers Plan 2/3,0,All Employees,2,Hired post2013,,  1/1/2013,  1/1/8000,,,,,,,
125,Wisconsin Retirement System,0,All Employees,0,,,,,,,,,,,
125,Wisconsin Retirement System,1,All Employees,1,,,1/1/1800, 6/30/2011,,,,,,,
125,Wisconsin Retirement System,1,All Employees,2,,,  7/1/2011,  1/1/8000,,,,,,,
125,Wisconsin Retirement System,2,All Employees,1,,,1/1/1800, 6/30/2011,,,,,,,
125,Wisconsin Retirement System,2,All Employees,2,,,  7/1/2011,  1/1/8000,,,,,,,
125,Wisconsin Retirement System,3,All Employees,1,,,1/1/1800, 6/30/2011,,,,,,,
125,Wisconsin Retirement System,3,All Employees,2,,,  7/1/2011,  1/1/8000,,,,,,,
125,Wisconsin Retirement System,4,All Employees,1,,,1/1/1800, 6/30/2011,,,,,,,
125,Wisconsin Retirement System,4,All Employees,2,,,  7/1/2011,  1/1/8000,,,,,,,
125,Wisconsin Retirement System,5,All Employees,1,,,1/1/1800, 6/30/2011,,,,,,,
125,Wisconsin Retirement System,5,All Employees,2,,,  7/1/2011,  1/1/8000,,,,,,,
125,Wisconsin Retirement System,6,All Employees,1,,,1/1/1800, 6/30/2011,,,,,,,
125,Wisconsin Retirement System,6,All Employees,2,,,  7/1/2011,  1/1/8000,,,,,,,
126,Wyoming Public Employees,0,All Employees,0,,,,,,,,,,,
126,Wyoming Public Employees,0,All Employees,1,Tier 1: Pre 2012,,1/1/1800, 8/31/2012,,,,,,,
126,Wyoming Public Employees,0,All Employees,2,Tier 2: 2012+,,  9/1/2012,  1/1/8000,,,,,,,
127,Arizona State Corrections Officers,0,All Employees,0,,,,,,,,,,,
127,Arizona State Corrections Officers,1,All Employees,1,Tier I (pre 2012),,1/1/1800,12/31/2011,,,,,,,
127,Arizona State Corrections Officers,2,All Employees,2,Tier II (2012+),,  1/1/2012,  1/1/8000,,,,,,,
128,Connecticut Municipal,0,All Employees,0,,,,,,,,,,,
128,Connecticut Municipal,1,All Employees,0,,,,,,,,,,,
128,Connecticut Municipal,2,All Employees,0,,,,,,,,,,,
128,Connecticut Municipal,3,All Employees,0,,,,,,,,,,,
128,Connecticut Municipal,4,All Employees,0,,,,,,,,,,,
129,Iowa Municipal Fire and Police,0,All Employees,0,,,,,,,,,,,
130,Louisiana Municipal Police,0,Hazardous ,0,,,,,,,,,,,
130,Louisiana Municipal Police,1,Hazardous ,1,Tier 1 (pre 2013),,1/1/1800,12/31/2012,,,,,,,
130,Louisiana Municipal Police,1,Hazardous ,2,Tier 2 (post 2013),,  1/1/2013,  1/1/8000,,,,,,,
130,Louisiana Municipal Police,2,Non-Hazardous,0,,,,,,,,,,,
131,Louisiana Schools,0,All Employees,0,,,,,,,,,,,
131,Louisiana Schools,0,All Employees,1,Tier I (pre 2006),,1/1/1800, 6/30/2006,,,,,,,
131,Louisiana Schools,0,All Employees,2,Tier II (2006-2010),,  7/1/2006, 6/30/2010,,,,,,,
131,Louisiana Schools,0,All Employees,3,Tier III (2010+),,  7/1/2010,  1/1/8000,,,,,,,
132,Louisiana State Parochial Employees,0,All Employees,0,,,,,,,,,,,
132,Louisiana State Parochial Employees,1,All Employees,1,Tier 1,,1/1/1800,12/31/2006,,,,,,,
132,Louisiana State Parochial Employees,1,All Employees,2,Tier 2,,  1/1/2007,  1/1/8000,,,,,,,
132,Louisiana State Parochial Employees,2,All Employees,1,Tier 1,,1/1/1800,12/31/2006,,,,,,,
132,Louisiana State Parochial Employees,2,All Employees,2,Tier 2,,  1/1/2007,  1/1/8000,,,,,,,
133,Minnesota Police and Fire Retirement Fund,0,All Groups,0,,,,,,,,,,,
133,Minnesota Police and Fire Retirement Fund,0,All Groups,1,"Tier 1: Hired before July 1, 1989",,1/1/1800, 6/30/1989,,,,,,,
133,Minnesota Police and Fire Retirement Fund,0,All Groups,2,"Tier 2 - Hired on or after July 1, 1989 and before July 1, 2007",,  7/1/1989, 6/30/2007,,,,,,,
133,Minnesota Police and Fire Retirement Fund,0,All Groups,3,"Tier 3 - Hired on or after July 1, 2007 and before July 1, 2010",,  7/1/2007, 6/30/2010,,,,,,,
133,Minnesota Police and Fire Retirement Fund,0,All Groups,4,"Tier 4 - Hired on or after July 1, 2010 and before July 1, 2014",,  7/1/2010, 6/30/2014,,,,,,,
133,Minnesota Police and Fire Retirement Fund,0,All Groups,5,"Tier 5 - Hired on or after July 1, 2014",,  7/1/2014,  1/1/8000,,,,,,,
134,Oklahoma Police,0,All Employees,0,,,,,,,,,,,
135,Utah Public Safety,0,Public Safety Contributory - Tier I,0,,,,,,,,,,,
135,Utah Public Safety,1,Public Safety Contributory - Tier I,0,,,,,,,,,,,
135,Utah Public Safety,2,Public Safety Non-Contributory - Tier I,0,,,,,,,,,,,
135,Utah Public Safety,3,Firefighters - Tier I,0,,,,,,,,,,,
135,Utah Public Safety,4,Public Safety and Firefighter -Tier II,0,,,,,,,,,,,
137,Alameda County Employee's Retirement Association,0,General,0,,,,,,,,,,,
137,Alameda County Employee's Retirement Association,1,General,1,Tier 1,,1/1/1800, 6/30/1983,,,,,,,
137,Alameda County Employee's Retirement Association,1,General,2,Tier 2 (and Tier 3 combined),,  7/1/1983,12/31/2012,,,,,,,
137,Alameda County Employee's Retirement Association,1,General,3,Tier 4,,  1/1/2013,  1/1/8000,,,,,,,
137,Alameda County Employee's Retirement Association,2,Safety,1,Tier 1,,1/1/1800, 6/30/1983,,,,,,,
137,Alameda County Employee's Retirement Association,2,Safety,2,Tier 2,,  7/1/1983,10/16/2010,,,,,,,
137,Alameda County Employee's Retirement Association,2,Safety,3,Tier 2D,,10/17/2010,12/31/2012,,,,,,,
137,Alameda County Employee's Retirement Association,2,Safety,4,Tier 4,,  1/1/2013,  1/1/8000,,,,,,,
138,Kern County Employees Retirement Association,0,General,0,,,,,,,,,,,
138,Kern County Employees Retirement Association,1,General,1,General Tier I,,1/1/1800,10/26/2007,,,,,,,
138,Kern County Employees Retirement Association,1,General,2,General Tier IIA,,10/27/2007,12/31/2012,,,,,,,
138,Kern County Employees Retirement Association,1,General,3,General Tier IIB,,  1/1/2013,  1/1/8000,,,,,,,
138,Kern County Employees Retirement Association,2,Safety,1,Safety Tier I,,1/1/1800, 3/26/2012,,,,,,,
138,Kern County Employees Retirement Association,2,Safety,2,Safety Tier IIA,, 3/27/2012,12/31/2012,,,,,,,
138,Kern County Employees Retirement Association,2,Safety,3,Safety Tier IIB,,  1/1/2013,  1/1/8000,,,,,,,
139,Los Angeles ERS,0,All Employees,0,,,,,,,,,,,
139,Los Angeles ERS,0,All Employees,1,Tier 1 (pre 2013),,1/1/1800, 6/30/2013,,,,,,,
139,Los Angeles ERS,0,All Employees,2,Tier 2 (2013+),,  7/1/2013,  1/1/8000,,,,,,"2013 Tier:  1/3 are in modified 2013 tier, 2/3 are in regular tier 3.  So need to model both.   ||  Only 10 active ""Tier two benefit members,"" so not modeling  || Only .3% of active membership are safety members, so not modeling.  || only 739 of 1976 active members (106,172; .7%) are not coordinated w/ SSA, so not modeling. ",
140,Los Angeles Fire and Police,0,All Employees,0,,,,,,,,,,,
140,Los Angeles Fire and Police,0,All Employees,1,Tier 1 (pre 1967),,1/1/1800, 1/28/1967,,,,,,,
140,Los Angeles Fire and Police,0,All Employees,2,Tier 2 (1967-1980),, 1/29/1967, 12/7/1980,,,,,,,
140,Los Angeles Fire and Police,0,All Employees,3,Tier 3 (1980-1997),, 12/8/1980, 6/30/1997,,,,,,,
140,Los Angeles Fire and Police,0,All Employees,4,Tier 4 (1997-2001),,  7/1/1997,12/31/2001,,,,,,,
140,Los Angeles Fire and Police,0,All Employees,5,Tier 5 (2001-2011),,  1/1/2002, 6/30/2011,,,,,,,
140,Los Angeles Fire and Police,0,All Employees,6,Tier 6 (2011+),,  7/1/2011,  1/1/8000,,,,,,,
141,Los Angeles Water and Power,0,All Employees,0,,,,,,,,,,,
141,Los Angeles Water and Power,0,All Employees,1,Tier 1 (pre 2014),,1/1/1800,12/31/2013,,,,,,,
141,Los Angeles Water and Power,0,All Employees,2,Tier 2 (2014+),,  1/1/2014,  1/1/8000,,,,,,,
142,Orange County ERS,0,Plan G,0,,,,,,,,,,,
142,Orange County ERS,1,Plan G,0,,,,,,,,,,,
142,Orange County ERS,2,Plan H,0,,,,,,,,,,,
142,Orange County ERS,3,Plan I,0,,,,,,,,,,,
142,Orange County ERS,4,Plan J,0,,,,,,,,,,,
142,Orange County ERS,5,Plan N,0,,,,,,,,,,,
142,Orange County ERS,6,Plan P,0,,,,,,,,,,,
142,Orange County ERS,7,Plan A,0,,,,,,,,,,,
142,Orange County ERS,8,Plan B,0,,,,,,,,,,,
142,Orange County ERS,9,Plan E,0,,,,,,,,,,,
142,Orange County ERS,10,Plan F,0,,,,,,,,,,,
142,Orange County ERS,11,Plan T,0,,,,,,,,,,,
142,Orange County ERS,12,Plan U,0,,,,,,,,,,,
142,Orange County ERS,13,Plan V,0,,,,,,,,,,,
143,Sacramento County ERS,0,General,0,,,,,,,,,,,
143,Sacramento County ERS,1,General,1,Tier 1,,1/1/1800, 9/26/1981,,,,,,,
143,Sacramento County ERS,1,General,2,Tier 2,, 9/27/1981, 6/26/1993,,,,,,,
143,Sacramento County ERS,1,General,3,Tier 3,, 6/27/1993,12/31/2011,,,,,,,
143,Sacramento County ERS,1,General,4,Tier 4,,  1/1/2012,12/31/2012,,,,,,,
143,Sacramento County ERS,1,General,5,Tier 5,,  1/1/2013,  1/1/8000,,,,,,,
143,Sacramento County ERS,2,Safety,1,Tier 1,,1/1/1800, 6/24/1995,,,,,,,
143,Sacramento County ERS,2,Safety,2,Tier 2,, 6/25/1995,12/31/2011,,,,,,,
143,Sacramento County ERS,2,Safety,3,Tier 3,,01jan2012,12/31/2013,,,,,,,
143,Sacramento County ERS,2,Safety,4,Tier 4,,  1/1/2013,  1/1/8000,,,,,,,
144,San Diego City ERS,0,General,0,,,,,,,,,,,
144,San Diego City ERS,1,General,1,Tier 1 (pre 2002),,1/1/1800,30jun2002,,,,,,,
144,San Diego City ERS,1,General,2,Tier 2 (2002-2009),,01jul2002,30jun2009,,,,,,,
144,San Diego City ERS,1,General,3,Tier 3 (2009+),,01jul2009,  1/1/8000,,,,,,,
144,San Diego City ERS,2,Police,1,Tier 1 (pre 2009),,1/1/1800,30jun2009,,,,,,,
144,San Diego City ERS,2,Police,2,Tier 2 (2009-2011),,01jul2009,12/31/2011,,,,,,,
144,San Diego City ERS,2,Police,3,Tier 3 (2012-2012),,01jan2012,01aug2012,,,,,,,
144,San Diego City ERS,2,Police,4,Tier 4 (2012-2013),,02aug2012, 6/30/2013,,,,,,,
144,San Diego City ERS,2,Police,5,Tier 5 (2013+),,01jul2013,  1/1/8000,,,,,,,
144,San Diego City ERS,3,Fire,1,Tier 1 (pre 2011),,1/1/1800,12/31/2011,,,,,,,
144,San Diego City ERS,3,Fire,2,Tier 2 (2012+),,01jan2012,  1/1/8000,,,,,,,
145,Chicago Municipal Employees,0,All Employees,0,,,,,,,,,,,
145,Chicago Municipal Employees,0,All Employees,1,Tier 1 (pre 2011),,1/1/1800,12/31/2010,,,,,,,
145,Chicago Municipal Employees,0,All Employees,2,Tier 2 (2011+),,  1/1/2011,  1/1/8000,,,,,,,
146,Chicago Police,0,All Employees,0,,,,,,,,,,,
146,Chicago Police,0,All Employees,1,Tier 1 (pre 2011),,1/1/1800,12/31/2010,,,,,,,
146,Chicago Police,0,All Employees,2,Tier 2 (post 2011),,  1/1/2011,  1/1/8000,,,,,,,
147,Cook County Employees,0,General,0,,,,,,,,,,,
147,Cook County Employees,1,General,1,Tier 1 (pre 2011),,1/1/1800,12/31/2010,,,,,,,
147,Cook County Employees,1,General,2,Tier 2 (2011+),,  1/1/2011,  1/1/8000,,,,,,,
147,Cook County Employees,2,Police,1,Tier 1 (pre 2011),,1/1/1800,12/31/2010,,,,,,,
147,Cook County Employees,2,Police,2,Tier 2 (2011+),,  1/1/2011,  1/1/8000,,,,,,,
148,Boston Retirement Board,0,General,0,,,,,,,,,,,
148,Boston Retirement Board,1,General,1,Tier 1 (pre 1975),,1/1/1800,31dec1974,,,,,,,
148,Boston Retirement Board,1,General,2,Tier 2 (1975-1983),,01jan1975,12/31/1983,,,,,,,
148,Boston Retirement Board,1,General,3,Tier 3 (1984-1996),,01jan1984, 6/30/1996,,,,,,,
148,Boston Retirement Board,1,General,4,Tier 4 (1996-2012),,01jul1996,  4/1/2012,,,,,,,
148,Boston Retirement Board,1,General,5,Tier 5 (2012+),,02apr2012,  1/1/8000,,,,,,,
148,Boston Retirement Board,2,Other Hazardous,1,Tier 1 (pre 1975),,1/1/1800,31dec1974,,,,,,,
148,Boston Retirement Board,2,Other Hazardous,2,Tier 2 (1975-1983),,01jan1975,12/31/1983,,,,,,,
148,Boston Retirement Board,2,Other Hazardous,3,Tier 3 (1984-1996),,01jan1984, 6/30/1996,,,,,,,
148,Boston Retirement Board,2,Other Hazardous,4,Tier 4 (1996-2012),,01jul1996,  4/1/2012,,,,,,,
148,Boston Retirement Board,2,Other Hazardous,5,Tier 5 (2012+),,02apr2012,  1/1/8000,,,,,,,
148,Boston Retirement Board,3,Police and Fire,1,Tier 1 (pre 1975),,1/1/1800,31dec1974,,,,,,,
148,Boston Retirement Board,3,Police and Fire,2,Tier 2 (1975-1983),,01jan1975,12/31/1983,,,,,,,
148,Boston Retirement Board,3,Police and Fire,3,Tier 3 (1984-1996),,01jan1984, 6/30/1996,,,,,,,
148,Boston Retirement Board,3,Police and Fire,4,Tier 4 (1996-2012),,01jul1996,  4/1/2012,,,,,,,
148,Boston Retirement Board,3,Police and Fire,5,Tier 5 (2012+),,02apr2012,  1/1/8000,,,,,,,
149,New York City Fire,0,All Employees,0,,,,,,,,,,,
149,New York City Fire,0,All Employees,1,Tier I (pre 1973),,1/1/1800, 6/30/1973,,,,,,,
149,New York City Fire,0,All Employees,2,Tier II (1973-2009),,  7/1/1973, 6/30/2009,,,,,,,
149,New York City Fire,0,All Employees,3,Tier III (2009-2012),,  7/1/2009, 3/31/2012,,,,,,,
149,New York City Fire,0,All Employees,4,Tier IV (2012+),,  4/1/2012,  1/1/8000,,,,,,,
150,New York City Police,0,Employees,0,,,,,,,,,,,
150,New York City Police,0,Employees,1,Tier 1 (pre 1973),,1/1/1800, 6/30/1973,,,,,,,
150,New York City Police,0,Employees,2,Tier 2 (1973-2009),,  7/1/1973,30jun2009,,,,,,,
150,New York City Police,0,Employees,3,Tier 3 (2009-2012),,  7/1/2009, 3/31/2012,,,,,,,
150,New York City Police,0,Employees,4,Tier 4 (2012+),,01apr2012,  1/1/8000,,,,,,,
151,Milwaukee City ERS,0,General Employees,0,,,,,,,,,,,
151,Milwaukee City ERS,1,General Employees,1,Tier 1 (pre 2014),,1/1/1800,12/31/2013,,,,,,,
151,Milwaukee City ERS,1,General Employees,2,Tier 2 (2014+),,  1/1/2014,  1/1/8000,,,,,,,
151,Milwaukee City ERS,2,Fire,1,Tier 1 (pre 1989),,1/1/1800, 2/28/1989,,,,,,,
151,Milwaukee City ERS,2,Fire,2,Tier 2 (1989+),,01mar1989,  1/1/8000,,,,,,,
151,Milwaukee City ERS,3,Police,1,Tier 1 (pre 1989),,1/1/1800,30jun1989,,,,,,,
151,Milwaukee City ERS,3,Police,2,Tier 2 (1989+),,  7/1/1989,  1/1/8000,,,,,,,
152,Philadelphia Municipal Retirement System,0,Municipal,0,,,,,,,,,,,
152,Philadelphia Municipal Retirement System,1,Municipal,1,Tier 1(pre 1/8/1987),,1/1/1800,  1/7/1987,,,,,,,
152,Philadelphia Municipal Retirement System,1,Municipal,2,Tier 2 (1/8/1987 onwards),,  1/8/1987,  1/1/8000,,,,,,,
152,Philadelphia Municipal Retirement System,2,Police (Uniformed),1,Tier 1 (pre 1/8/1987),,1/1/1800,  1/7/1987,,,,,,,
152,Philadelphia Municipal Retirement System,2,Police (Uniformed),2,Tier 2 (1/8/1987 onwards),,  1/8/1987,  1/1/8000,,,,,,,
152,Philadelphia Municipal Retirement System,3,Fire (Uniformed),1,Tier 1 (pre 1/8/1987),,1/1/1800,  1/7/1987,,,,,,,
152,Philadelphia Municipal Retirement System,3,Fire (Uniformed),2,Tier 2 (1/8/1987 onwards),,  1/8/1987,  1/1/8000,,,,,,,
153,Dallas Police and Fire,0,All Employees,0,,,,,,,,,,,
153,Dallas Police and Fire,0,All Employees,1,Tier 1 (pre 1973) GROUP A,,1/1/1800, 2/28/1973,,,,,,,
