PlanName,DataEntryCode,source_IncomeStatement,notes_IncomeStatement,initials_IncomeStatement_check,FVChange_SecLend,expense_SecLendMgmtFees,FVChange_SecLend_UG,CAFR_check,AV_check,LastYearOfData_check,ppd_id,EEGroupID,TierID,fy,contrib_EE_regular,contrib_ER_regular,contrib_ER_state,contrib_EE_PurchaseService,contrib_EE_other,contrib_ER_other,contrib_other,contrib_tot,FairValueChange_investments,FairValueChange_RealEstate,income_interest,income_dividends,income_InterestAndDividends,income_RealEstate,income_PrivateEquity,income_alternatives,income_international,income_OtherInvestments,expense_RealEstate,expense_PrivateEquity,expense_alternatives,expense_OtherInvestments,expense_investments,income_SecuritiesLending,expense_SecuritiesLending,income_SecuritiesLendingRebate,income_OtherAdditions,income_net,expense_TotBenefits,expense_RetBenefits,expense_DisabilityBenefits,expense_DeathBenefits,expense_DROPBenefits,expense_SurvivorBenefits,expense_COLABenefits,expense_LumpSumBenefits,expense_OtherBenefits,expense_refunds,expense_AdminExpenses,expense_Depreciation,expense_OtherDeductions,expense_net,adjustment_MktAssets,MktAssets_net
Louisiana State Parochial Employees Retirement System {PERS},,2009 Annual Report p 12,,CM,,,,,,,132,0,0,2008,48113.723,68452.11199999999,,,6070.87,,174.451,122811.156,-601861.8320000001,,,,33402.09,,,,,,,,,,-141.302,2211.444,-6025.261,,3050.758,-448398.03,-93565.367,-85447.921,,,-8117.446,,,,,-10052.633,-1053.619,-29.069,-2543.108,-107243.796,,1676602.091
Louisiana State Parochial Employees Retirement System {PERS},,2010 Annual Report p 12,,CM,,,,,,,132,0,0,2009,50971.71,69686.76300000001,,,6439.12,,164.376,127261.969,305312.174999999,,,,47120.2649999999,,,,,,,,,,-146.955,,-5546.389999999999,,2929.61,476930.674,-102519.11,-92524.2,,,-9821.29099999999,,,,-173.619,-8261.027,-1056.27,-35.0459999999999,-1904.299,-113775.751999999,,2039757.013
Louisiana State Parochial Employees Retirement System {PERS},,2010 Annual Report p 12,,CM,,,,,,,132,0,0,2010,51996.1189999999,93615.463,,,6702.729,,161.593999999999,152475.905,212279.996,,,,107730.9,,,,,,,,,,-152.831999999999,,-7528.259999999999,,3174.10199999999,467979.810999999,-109022.82,-98823.372,,,-10095.611,,,,-103.837,-9469.207,-1067.392,-34.593,-1325.244,-120919.255999999,,2386817.568
Louisiana State Parochial Employees Retirement System {PERS},,2011 Annual Report p 12,,CM,,,,,,,132,0,0,2011,52229.17,95272.186,,,7019.34,,158.312,154679.008,-59838.358,,,,53179.2459999999,,,,,,,,,,-158.944999999999,,-9171.18,,2015.42599999999,140705.196999999,-117784.855,-106949.384,,,-10760.998,,,,-74.4729999999999,-10321.625,-1230.127,-33.6679999999999,-2086.516,-131456.791,,2396065.97399999
Louisiana State Parochial Employees Retirement System {PERS},,2012 Annual Report p 12,,CM,,,,,,,132,0,0,2012,52322.8139999999,96399.751,,,7467.94899999999,,151.912,156342.426,327217.072999999,,,,57646.4789999999,,,,,,,,,,-194.19,,-10221.156,,2337.45499999999,533128.0870000001,-132840.049999999,-116245.990999999,,,-16543.47,,,,-50.5889999999999,-12211.012,-1333.46399999999,-36.012,-2212.872,-148633.41,,2780560.651
Louisiana State Parochial Employees Retirement System {PERS},,,,CM,,,,,,,132,0,0,2013,51550.213,101255.321,,,7815.288,,160.983,160781.805,480528.909,,,,33410.982,,,,,,,,,,-204.603,,-12083.501,,2487.896,664921.488,-145757.017,-126649.763,,,-19069.954,,,,-37.3,-14118.905,-1320.161,-35.751,-3305.578,-164537.412,,3280944.727
Louisiana State Parochial Employees Retirement System {PERS},,2014 Annual Report p 13,,CM,,,,,,,132,0,0,2014,53004.377,99095.677,,,8313.597,,,160413.651,127894.87,,,,45727.904,,,,,102.064,,,,,-449.558,,-12497.392,,1824.659,323016.198,-159329.813,-137796.83,,,-21532.983,,,,,-11663.8,-1385.431,-37.222,-2392.916,-174809.182,,3429151.743
Louisiana State Parochial Employees Retirement System {PERS},,2015 Annual Report p 13,,CM,,,,,,,132,0,0,2015,54293.74,93135.238,,,8470.994000000001,,,155899.972,-56805.547,,,,49402.591,,,,,132.258,,,,,-374.567,,-12928.281,,2978.319,138304.745,-172182.697,-151043.323,,,-21080.485,,,,-58.889,-11578.738,-1462.604,-31.282,-2504.638,-187759.959,,3379696.529
Louisiana State Parochial Employees Retirement System {PERS},1,,,cm,,,,,,,132,0,0,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota Public Employees Retirement Association {MPERA}[Police and Fire Retirement Fund],,2001 CAFR p 20,,CM,,-726,,,,,133,0,0,2001,31341,52960,,,,,,84301,-703088,,55705,59750,115455,,,,,254619,,,,,-3480,24802,-22714,-21988,2744,-247361,-192246,-192246,,,,,,,,-3358,-639,,-447,-196690,,4185783
Minnesota Public Employees Retirement Association {MPERA}[Police and Fire Retirement Fund],,2002 CAFR p 22,,CM,,-821,,,,,133,0,0,2002,33801,90664,,,,,,124465,-618538,,47346,49496,96842,,,,,194272,,,,,-3148,9890,-7478,-6657,1937,-201758,-212405,-212405,,,,,,,,-711,-647,,-255,-214018,,3770007
Minnesota Public Employees Retirement Association {MPERA}[Police and Fire Retirement Fund],,2003 CAFR p 22,,CM,,-494,,,,,133,0,0,2003,34751,50917,,,,,,85668,-104927,,27353,23697,51050,,,,,133538,,,,,-4993,5598,-4149,-3655,3281,165066,-225434,-225434,,,,,,,,-643,-675,,-301,-227053,,3708020
Minnesota Public Employees Retirement Association {MPERA}[Police and Fire Retirement Fund],,2004 CAFR p 24,,CM,,-407,,,,,133,0,0,2004,36313,52769,,,,,,89082,355681,,26512,31591,58103,,,,,168239,,,,,-5359,4842,-3498,-3091,2733,669823,-237442,-237442,,,,,,,,-644,-712,,-541,-239339,,4138504
Minnesota Public Employees Retirement Association {MPERA}[Police and Fire Retirement Fund],,2005 CAFR p 25,,CM,,-442,,,,,133,0,0,2005,37873,55802,,,,,,93675,184445,,29841,40284,70125,,,,,185204,,,,,-5937,12407,-10917,-10475,2113,531115,-251429,-251429,,,,,,,,-734,-703,,-477,-253343,,4416276
Minnesota Public Employees Retirement Association {MPERA}[Police and Fire Retirement Fund],,2006 CAFR p 26,,CM,,-508,,,,,133,0,0,2006,42970,63603,,,,,,106573,275717,,35946,44344,80290,,,,,193121,,,,,-6854,24987,-23302,-22794,1917,652449,-264601,-264601,,,,,,,,-867,-707,,-295,-266470,,4802255
Minnesota Public Employees Retirement Association {MPERA}[Police and Fire Retirement Fund],,2007 CAFR p 23,,CM,,-588,,,,,133,0,0,2007,50689,74707,,,,,,125396,596849,,42592,45653,88245,,,,,203044,,,,,-7683,38693,-36740,-36152,1671,1009475,-280267,-280267,,,,,,,,-874,-678,,-248,-282067,,5529663
Minnesota Public Employees Retirement Association {MPERA}[Police and Fire Retirement Fund],,2008 CAFR p 23,,CM,,-1372,,,,,133,0,0,2008,58259,87023,,,,,,145282,-571328,,44142,48644,92786,,,,,214242,,,,,-7667,33088,-27694,-26322,1029,-120262,-295994,-295994,,,,,,,,-1496,-745,,-342,-298577,,5110824
Minnesota Public Employees Retirement Association {MPERA}[Police and Fire Retirement Fund],,2009 CAFR p 23,,CM,,-1090,,,,,133,0,0,2009,67701,101548,,,,,,169249,-1260765,,31590,38527,70117,,,,,222663,,,,,-5634,11187,-5013,-3923,701,-797495,-310100,-310100,,,,,,,,-1237,-747,,-199,-312283,,4001046
Minnesota Public Employees Retirement Association {MPERA}[Police and Fire Retirement Fund],,2010 CAFR p 32,,CM,,-441,,,,,133,0,0,2010,71736,107065,,,,,,178801,498567,,46910,60559,107469,,,,,,,,,,-6358,3600,-1101,-660,0,780978,-326041,-326041,,,,,,,,-1493,-753,,,-328287,,4453737
Minnesota Public Employees Retirement Association {MPERA}[Police and Fire Retirement Fund],,2011 CAFR p 26,,CM,,-1079,,,,,133,0,0,2011,73702,109604,,,,,,183306,1030799,,,,,,,,,,,,,,-7423,3023,-1418,-339,1,1208288,-342219,-342219,,,,,,,,-2012,-762,,,-344993,,5317032
Minnesota Public Employees Retirement Association {MPERA}[Police and Fire Retirement Fund],,2012 PERA CAFR p 26,,CM,,-1783,,,,,133,0,0,2012,76264,121891,,,,,,198155,162096,,,,,,,,,,,,,,-7852,4595,-1913,-130,488521,843602,-386208,-386208,,,,,,,,-1524,-855,,,-388587,,5772047
Minnesota Public Employees Retirement Association {MPERA}[Police and Fire Retirement Fund],,,,CM,,-1547,,,,,133,0,0,2013,76434,125995,,,,,,202429,812593,,,,,,,,,,,,,,-8697,4660,-1814,-267,24,1009195,-431726,-431726,,,,,,,,-2020,-755,,,-434501,,6346741
Minnesota Public Employees Retirement Association {MPERA}[Police and Fire Retirement Fund],,2014 CAFR p 26,,CM,,-1397,,,,,133,0,0,2014,81213,132632,9000,,,,,222845,1165563,,,,,,,,,,,,,,-10106,4367,-1435,-38,18,1381252,-452462,-452462,,,,,,,,-1633,-798,,,-454893,,7273100
Minnesota Public Employees Retirement Association {MPERA}[Police and Fire Retirement Fund],,2015 CAFR p 26,,TP,,-1536,,,,,133,0,0,2015,88733,144317,9000,,,,,242050,323936,,,,,,,,,,,,,,-10230,5606,-1756,-220,84,559690,-481330,-481330,,,,,,,,-1953,-803,,,-484086,,7348704
Minnesota Public Employees Retirement Association {MPERA}[Police and Fire Retirement Fund],,2016 CAFR p 30,,CM,,-1545,,,,,133,0,0,2016,95172,156065,9000,,,,,260237,-3870,,,,,,,,,,,,,,-9498,7455,-3036,-1491,3,251291,-498608,-498608,,,,,,,,-2391,-906,,,-501905,,7098090
Oklahoma Police Pension and Retirement System {Police System},,,No Report,,,,,1,1,,134,0,0,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma Police Pension and Retirement System {Police System},,,No Report,,,,,1,1,,134,0,0,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma Police Pension and Retirement System {Police System},,,No Report,,,,,1,1,,134,0,0,2003,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
Oklahoma Police Pension and Retirement System {Police System},,,No Report,,,,,1,1,,134,0,0,2004,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
Oklahoma Police Pension and Retirement System {Police System},,2005 CAFR p 9,Check data,CM,,-91,,1,1,,134,0,0,2005,14234,25001,,,23730,,,62965,110903,,10246,3621,13867,,,,,-1702,,,,,-9322,1325,1107,-1016,,176929,-75561,-62501,,,-1033,,,,-12027,-1708,-2072,,,-79341,,1386113
Oklahoma Police Pension and Retirement System {Police System},,2006 CAFR p 9,Check data,CM,,-117,,,,,134,0,0,2006,15326,26490,,,23584,,,65400,141920,,10862,9942,20804,,,,,326,,,,,-8728,2207,1938,-1821,,219959,-77403,-65853,,,-1544,,,,-10006,-1423,-2235,,,-81061,,1525043
Oklahoma Police Pension and Retirement System {Police System},,2007 CAFR p 9,Check data,CM,,138,,,,,134,0,0,2007,16718,28258,,,28122,,,73098,256261,,11436,10589,22025,,,,,247,,,,,-11681,4389,3805,-3943,,340258,-84615,-71480,,,-2662,,,,-10473,-1374,-2450,,-474,-88913,,1776388
Oklahoma Police Pension and Retirement System {Police System},,2008 CAFR p 9,Check data,CM,,-213,,,,,134,0,0,2008,17997,30061,,,26020,,,74078,-54576,,13124,9504,22628,,,,,260,,,,,-12204,3493,2988,-2775,,30691,-76209,-75178,,,,,,,-1031,-10046,-3004,,,-89259,,1717820
Oklahoma Police Pension and Retirement System {Police System},,2009 CAFR p 9,Check data,CM,,-115,,,,,134,0,0,2009,19139,31675,,,26913,,,77727,-288656,,7860,8596,16456,,,,,273,,,,,-11885,658,365,-250,,-205792,-81388,-80238,,,,,,,-1150,-7660,-2503,,,-91551,,1420477
Oklahoma Police Pension and Retirement System {Police System},,2011 CAFR p 24,,CM,,-45,,,,,134,0,0,2010,19626,32240,,,22292,,,74158,157918,,7451,8256,15707,,,,,233,,,,,-10907,134,-27,18,,237216,-106727,-82799,,,,,,,-23928,-1420,-1708,,,-109855,,1548827
Oklahoma Police Pension and Retirement System {Police System},,2011 CAFR p 24,,CM,,-24,,,,,134,0,0,2011,19489,31846,,,24645,,,75980,276186,,7365,9662,17027,,,,,732,,,,,-11700,77,-17,7,,358285,-102541,-86843,,,,,,,-15698,-2117,-1712,,,-106370,,1800742
Oklahoma Police Pension and Retirement System {Police System},,2012 CAFR p 25,,CM,,-24,,,,,134,0,0,2012,20113,32896,,,28092,,,81101,1676,,7547,10318,17865,,,,,590,,,,,-11811,127,-73,-49,,89475,-108715,-89691,,,,,,,-19024,-1570,-1952,,,-112237,,1777980
Oklahoma Police Pension and Retirement System {Police System},,,,CM,,-25,,,,,134,0,0,2013,21518,34645,,,31412,,,87575,212083,,7840,12614,20454,,,,,551,,,,,-11973,35,24,49,,308749,-113677,-93987,,,,,,,-19690,-1830,-2053,,,-117560,,1975665
Oklahoma Police Pension and Retirement System {Police System},,2014 CAFR p 26,,CM,,-50,,,,,134,0,0,2014,22131,35547,,,31329,,,89007,286638,,8155,11876,20031,,,,,513,,,,,-12384,-3,102,152,,383904,-117482,-97361,,,,,,,-20121,-1759,-1862,,,-121103,,2238466
Oklahoma Police Pension and Retirement System {Police System},,2015 CAFR p 26,,TP,,-13,,,,,134,0,0,2015,22867,37261,,,35490,,,95618,65594,,7612,14030,21642,,,,,578,,,,,-13312,24,28,41,,170172,-139658,-100889,,,,,,,-38769,-2035,-1949,,,-143642,,2264996
Oklahoma Police Pension and Retirement System {Police System},,,,TF,,,,,,,134,0,0,2016,23787,38533,,,35915,,,98235,-24165,,6842,9109,15951,,,,,412,,,,,-13302,,0,,,77131,-136591,-106326,,,,,,,-30265,-2034,-1831,,,-140456,,2201671
Utah Public Safety,,,,CM,,,,,,,135,0,0,2001,3976,46113,,,,,,50089,-102635,,,,37107,,,,,,,,,,-2160,,,,1416,-16183,-48607,-41084,,,,,-6801,,-722,-542,-843,,,-49992,,1229903
Utah Public Safety,,,,CM,,,,,,,135,0,0,2002,4258,42264,,,,,,46522,-131715,,,,36227,,,,,,,,,,-2328,,,,1956,-49338,-53962,-45588,,,,,-7689,,-685,-1155,-899,,,-56016,,1124549
Utah Public Safety,,,,CM,,,,,,,135,0,0,2003,4448,46655,,,,,,51103,257108,,,,34383,,,,,,,,,,-3365,,,,2002,341231,-59941,-50653,,,,,-8638,,-650,-666,-1006,,,-61613,,1404167
Utah Public Safety,,,,CM,,,,,,,135,0,0,2004,5038,56319,,,,,,61357,152469,,,,44398,,,,,,,,,,-4083,,,,4002,258143,-66329,-56047,,,,,-9670,,-612,-960,-978,,,-68267,,1594043
Utah Public Safety,,2005 CAFR p 46,,CM,,,,,,,135,0,0,2005,4806,61326,,,,,,66132,108447,,,,44234,,,,,,,,,,-4610,,,,4257,218460,-74041,-62608,,,,,-10859,,-574,-1026,-985,,,-76052,,1736451
Utah Public Safety,,2006 CAFR p 46,,CM,,,,,,,135,0,0,2006,4567,70466,,,,,,75033,202046,,,,53593,,,,,,,,,,-5553,727,,,3284,329130,-82499,-69721,,,,,-12237,,-541,-562,-1028,,,-84089,,1981492
Utah Public Safety,,2007 CAFR p 46,,CM,,,,,,,135,0,0,2007,4343,81166,,,,,,85509,74927,,,,61198,,,,,,,,,,-6447,977,,,2323,218487,-91864,-77605,,,,,-13743,,-516,-723,-1090,,,-93677,,2106302
Utah Public Safety,,2008 CAFR p 48,,CM,,,,,,,135,0,0,2008,2159,93899,,,,,,96058,-536033,,,,48316,,,,,,,,,,-4807,1500,,,3727,-391239,-98944,-83142,,,,,-15317,,-485,-899,-1163,,,-101006,,1614057
Utah Public Safety,,2009 CAFR p 48,,CM,,,,,,,135,0,0,2009,1556,98729,,,,,,100285,170276,,,,46951,,,,,,,,,,-4332,732,,,4578,318490,-106272,-88632,,,,,-17186,,-454,-390,-1127,,,-107789,,1824758
Utah Public Safety,,2010 CAFR p 48,,CM,,,,,,,135,0,0,2010,1713,103586,,,,,,105299,199465,,,,46445,,,,,,,,,,-5094,387,,,4248,350750,-115831,-96330,,,,,-19068,,-433,-512,-1146,,,-117489,,2058019
Utah Public Safety,,2011 CAFR p 52,,CM,,,,,,,135,0,0,2011,1070,110829,,,,,,111899,13260,,,,43947,,,,,,,,,,-4923,371,,,3303,167857,-120570,-99685,,,,,-20482,,-403,-536,-1019,,,-122125,,2103751
Utah Public Safety,,2012 CAFR p 52,,CM,,,,,,,135,0,0,2012,1155,117975,,,,,,119130,219784,,,,50590,,,,,,,,,,-4362,741,,,6411,392294,-128532,-105780,,,,,-22372,,-380,-292,-1164,,,-129988,,2366057
Utah Public Safety,,,,CM,,,,,,,135,0,0,2013,1258,128744,,,,,,130002,302867,,,,52885,,,,,,,,,,-6124,1063,-128,,4676,485241,-137486,-112470,,,,,-24662,,-354,-467,-1161,,,-139114,,2712184
Utah Public Safety,,2014 CAFR  p 56,,CM,,,,,,,135,0,0,2014,835,135588,,,,,,136423,143881,,,,54276,,,,,,,,,,-4896,1085,-124,,2746,333391,-144763,-118030,,,,,-26407,,-326,-199,-1227,,,-146189,,2899386
Utah Public Safety,,2015 CAFR  p 56 p 99,,CM,,,,,,,135,0,0,2015,905,141024,,,,,,141929,5276,,,,50307,,,,,,,,,,-5929,1149,-149,,4023,196606,-155387,-127285,,,,,-27807,,-295,-533,-1233,,,-157153,,2938839
Utah Public Safety,,2016 CAFR  p 58,,CM,,,,,,,135,0,0,2016,830,147099,,,,,,147929,199385,,,,54203,,,,,,,,,,-5444,1015,-132,,6701,403657,-164508,-135697,,,,,-28547,,-264,-183,-1260,,,-165951,,3176545
Pennsylvania Municipal Retirement System,,2002 CAFR p 22,,CM,,,,,,,136,0,0,2001,13007.8629999999,21010.322,,,,,248.96,34267.1449999999,-74283.053,,,,,6837.01599999999,1633.155,8941.292999999991,,17989.303,,,,,-2211.8,420.362,,,,-6406.57899999999,-28941.7989999999,-28035.2079999999,-906.591,,,,,,,,-2555.11499999999,,-11686,-43182.9139999999,,996962.5280000001
Pennsylvania Municipal Retirement System,,2002 CAFR p 22,,CM,,,,,,,136,0,0,2002,13639.485,28836.362,,,,,260.02,42735.8669999999,-51069.123,,,,,6955.318,3314.126,4247.32899999999,-3665.121,-40466.463,,,,,-2420.074,564.457999999999,,,,-39803.6829999999,-29575.725,-28674.963,-900.761999999999,,,,,,,,-2406.732,,-8502.709000000001,-40485.1659999999,,916673.679
Pennsylvania Municipal Retirement System,,2003 CAFR p 22,,CM,,,,,,,136,0,0,2003,14760.323,14696.21,,,,,270.14,29726.6729999999,173076.062999999,,,,,6371.01,3382.192,8507.501,734.0739999999991,18434.754,,,,,-2576.376,613.0739999999991,,,,238268.965,-32212.191,-31239.45,-972.740999999999,,,,,,,,-2610.83899999999,,-7578.99499999999,-42402.025,,1112540.61899999
Pennsylvania Municipal Retirement System,,2004 CAFRp 28,,CM,,,,,,,136,0,0,2004,15821.36,17041.418,,,,,263.401,33126.1789999999,48113.2929999999,,,,,5333.649,1303.097,-5506.02599999999,12165.501,82351.93800000001,,,,,-4622.647,931.386999999999,,,,173196.371,-34730.243,-33640.514,-1089.729,,,,,,,,-3127.096,,-10318.197,-48175.536,,1237561.45399999
Pennsylvania Municipal Retirement System,,2005 CAFR p 22,,CM,,,,,,,136,0,0,2005,16046.984,19890.4939999999,,,,,277.64,36215.118,5309.04299999999,,,,,14021.906,,,35492.6809999999,49339.616,,,,,-4332.58,438.077,,,,136483.861,-38206.205,-37021.91,-1184.295,,,,,,,,-3115.414,,-10331.707,-51653.326,,1322391.989
Pennsylvania Municipal Retirement System,,2006 CAFR p 22,,CM,,,,,,,136,0,0,2006,16316.197,21148.089,,,,,284.82,37749.106,141876.206999999,,,,,4887.19899999999,,,4776.376,14141.233,,,,,-5106.35099999999,4080.12199999999,-3514.757,,,198889.135,-44136.7949999999,-44136.7949999999,,,,,,,,,-2920.86799999999,,-18354.5669999999,-65412.23,,1455868.894
Pennsylvania Municipal Retirement System,,2007 CAFR p 21,,CM,,,,,,,136,0,0,2007,17491.6719999999,29059.248,,,,,282.627999999999,46833.548,96708.126,,,,,5745.768,,,4274.01,12623.238,,,,,-5599.795,5959.496,-4872.037,,,161672.353999999,-42898.8819999999,-42898.8819999999,,,,,,,,,-2862.482,,-7006.18199999999,-52767.546,,1564773.702
Pennsylvania Municipal Retirement System,,2008 CAFR p 21,,CM,,,,,,,136,0,0,2008,17870.4259999999,31532.859,,,,,290.32,49693.605,-407656.237,,,,,7927.482,,,4458.381,12874.964,,,,,-6128.828,2894.813,-1448.17699999999,,,-337383.996999999,-46173.544,-46173.544,,,,,,,,,-2986.65599999999,,-7597.68099999999,-56757.881,,1170631.824
Pennsylvania Municipal Retirement System,,2009 CAFR p 22,,CM,,,,,,,136,0,0,2009,19331.8689999999,35309.446,,,,,292.66,54933.9749999999,200069.405999999,,,,,2315.26899999999,,,4272.95799999999,8685.681000000001,,,,,-5070.505,,,,,265206.783999999,-52267.0029999999,-52267.0029999999,,,,,,,,,-3203.478,,-13781.629,-69252.11,,1366586.49799999
Pennsylvania Municipal Retirement System,,2010 CAFR p 22,,CM,,,,,,,136,0,0,2010,20684.591,40949.36,,,,,296.44,61930.391,175868.423,,,,,-3320.98,,,4643.969,8916.869000000001,,,,,-5769.85499999999,,,,,242268.815999999,-54771.5279999999,-54771.5279999999,,,,,,,,,-3183.373,,-8612.31,-66567.21099999989,,1542288.10299999
Pennsylvania Municipal Retirement System,,2011 CAFR p 23,,CM,,,,,,,136,0,0,2011,20732.344,40231.586,,,,,301.571,61265.5009999999,-41712.4769999999,,,,,4887.398,,,5806.86899999999,8438.966999999999,,,,,-6507.37,,,,,32178.8879999999,-63105.165,-63105.165,,,,,,,,,-3142.00399999999,,-18050.718,-84297.887,,1490169.104
Pennsylvania Municipal Retirement System,,2012 CAFR p 23,,CM,,,,,,,136,0,0,2012,20981.612,37974.023,,,,,298.32,59253.955,173112.234,,,,,7419.644,,,3913.027,9967.210999999999,,,,,-6656.863,,,,,247009.208,-63390.1,-63390.1,,,,,,,,,-3424.36299999999,,-8437.610000000001,-75252.073,,1661926.239
Pennsylvania Municipal Retirement System,,2013 CAFR p 23,,CM,,,,,,,136,0,0,2013,22416.432,39706.08,,,,,311.76,62434.272,294108.337,,,,,8407.138999999999,,,5088.851,10358.728,,,,,-7765.52,,,,,372631.847,-69231.495,-69231.495,,,,,,,,,-3723.59,,-10355.631,-83310.716,,1951247.37
Pennsylvania Municipal Retirement System,,2014 CAFR p 24,,CM,,,,,,,136,0,0,2014,22781.457,67972.42,,,,,309.04,91062.917,73174.459,,,,,20528.588,,,4770.306,9843.419,,,,,-7863.214,,,,,191516.475,-78432.682,-78432.682,,,,,,,,,-4411.462,,-10304.569,-93148.713,,2049615.132
Pennsylvania Municipal Retirement System,,2015 CAFR p 26,,CM,,,,,,,136,0,0,2015,19605.687,47504.803,,,,,1630.398,68740.88800000001,-27307.292,,,,,14466.205,,,4669.589,12076.767,,,,,-9102.530000000001,,,,253.74,63797.367,-89855.588,-89855.588,,,,,,,,,-4983.399,,-20448.089,-115287.076,-3634.167,1994491.256
Pennsylvania Municipal Retirement System,1,,,,,,,,,,136,0,0,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alameda County Employee's Retirement Association {ACERA},,,No Data,,,,,1,,,137,0,0,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3517082.362
Alameda County Employee's Retirement Association {ACERA},,2003 CAFR p 29,,CM,,,,,,,137,0,0,2002,53285.9879999999,26985.36,,,,,,80271.3479999999,-341465.348,,76620.216,10990.018,87610.234,22486.0649999999,,,,,,,,,-15271.379,4320.79299999999,-3398.81599999999,,118.271,-165328.831999999,-155544.924,-132563.991,,-2055.94799999999,,,-6842.323,,-14082.662,-6448.01,-6820.424,,,-168813.358,,3182940.17199999
Alameda County Employee's Retirement Association {ACERA},,2003 CAFR p 29,,CM,,,,,,,137,0,0,2003,60159.279,49091.0049999999,,,,,,109250.284,732725.0119999991,,60005.696,13348.147,73353.84300000001,19373.752,,,,,,,,,-17735.396,2808.232,-2126.67999999999,,252.877999999999,917901.9250000001,-167618.403999999,-142270.329999999,,-2020.305,,,-6324.80699999999,,-17002.962,-6585.18599999999,-6634.381,,,-180837.970999999,,3920004.126
Alameda County Employee's Retirement Association {ACERA},,2004 CAFR p 22,,CM,,,,,,,137,0,0,2004,63065.527,85497.76700000001,,,,,,148563.293999999,365716.988,,67542.671,22846.968,90389.639,16023.117,,,,,,,,,-15178.058,5150.8,-4414.40499999999,,1647.766,607899.140999999,-188731.977999999,-161411.402999999,,-2143.82499999999,,,-5587.585,,-19589.165,-5189.609,-9208.343000000001,,,-203129.93,-2331.617000000086,4322441.72
Alameda County Employee's Retirement Association {ACERA},,2005 CAFR p 29,,CM,,-381,,,,,137,0,0,2005,64150,100801,,,,,,164951,250375,,,,128328,,,,,,,,,,-21882,14791,-13643,-13262,71,522991,-209864,-180480,,-2340,,,-5077,,-21967,-6080,-10318,,,-226262,,4619171
Alameda County Employee's Retirement Association {ACERA},,2006 CAFR p 24,Shifts from data on total trust to Pension Plan only,CM,,-400,,,,,137,0,0,2006,70174,108088,,,,,,178262,515523,,,,141739,,,,,,,,,,-21060,30409,-28767,-28367,-59825,756281,-199423,-197583,,-1840,,,,,,-5817,-10778,,,-216018,-511915,4647519
Alameda County Employee's Retirement Association {ACERA},,2007 CAFR p 24,Pension System Only,CM,,-944,,,,,137,0,0,2007,72342,102749,,,,,,175091,278308,,,,173174,,,,,,,,,,-24355,46498,-42722,-41778,-136087,469907,-218618,-216836,,-1782,,,,,,-7778,-12211,,,-238607,,4878819
Alameda County Employee's Retirement Association {ACERA},,2008 CAFR p 24,Pension System Only,CM,,-1888,,,,,137,0,0,2008,75608,101113,,,,,,176721,-1833779,,,,164373,,,,,,,,,,-23431,23313,-15762,-13874,4342,-1504223,-237273,-235371,,-1902,,,,,,-6527,-13315,,,-257115,,3117481
Alameda County Employee's Retirement Association {ACERA},,2009 CAFR p 28,Pension System Only,CM,,-1220,,1,,,137,0,0,2009,77271,104263,,,,,,181534,852129,,,,129143,,,,,,,,,,-22501,7359,-2481,-1261,16257,1161440,-252126,-250193,,-1933,,,,,,-7718,-12255,,,-272099,,4006822
Alameda County Employee's Retirement Association {ACERA},,2010 CAFR p 29,Pension System Only,CM/MGN,,-519,,1,,,137,0,0,2010,77605,118083,,,,,,195688,542132,,,,128525,,,,,,,,,,-24624,3510,-1952,-1433,30345,874143,-272937,-270668,,-2269,,,,,,-5645,-13001,,,-291583,,4589383
Alameda County Employee's Retirement Association {ACERA},,2011 CAFR p20,Pension System Only,CM,,-591,,,,,137,0,0,2011,77991,130559,,,,,,208550,-155274,,,,141342,,,,,,,,,,-29166,3329,-937,-346,17804,185648,-295826,-293429,,-2397,,,,,,-5406,-13306,,-462,-315000,,4460031
Alameda County Employee's Retirement Association {ACERA},,2012 CAFR p 20,Pension System Only,CM,,-560,,,,,137,0,0,2012,78608,146296,,,,,,224904,614698,,,,126674,,,,,,,,,,-31745,3016,-775,-215,29193,965965,-320844,-318566,,-2278,,,,,,-5893,-13097,,-1001,-340835,,5085161
Alameda County Employee's Retirement Association {ACERA},,,,CM,,-473,,,,,137,0,0,2013,76230,158940,,,,,,235170,1029642,,,,115720,,,,,,,,,,-37499,2461,-569,-96,-68812,1276113,-351422,-349019,,-2403,,,,,,-6319,-13634,,-1094,-372469,,5988805
